	parameter_value	score	total_time	mstep_length	sstep_length	speed	mstance_period	sstance_period
0	150	0.586	14.7	0.786607	0.03804866201326925	1.138171768707483	58.70087711397639	0.43345886962253294
1	200	0.587	15.0	0.7680140000000001	0.004842937538312776	1.1152035333333332	58.46689512532525	0.8851977759358716
2	250	0.59	15.0	0.8040710000000001	0.00672023132042373	1.1538056666666667	58.53297894483762	0.4200749658431812
3	300	0.589	15.0	0.7868379999999998	0.009180080391804991	1.1362598666666666	58.42642563175408	0.484662115617518
4	350	0.588	15.0	0.7944949999999998	0.005134758514282995	1.1339952	58.900606497103546	0.46469707210764943
5	400	0.645	15.0	0.7161820000000002	0.02750398981966089	1.0457758000000001	58.48227626629612	0.6042482341948059
6	450	8.182	14.43	0.710031111111111	0.16068438280226008	0.9379029799029799	58.828921861920435	4.937662145846046
