	parameter_value	score	total_time	mstep_length	sstep_length	speed	mstance_period	sstance_period
0	60	42.672	9.26	0.4571500000000003	0.16704710353669697	0.8246922246220303	62.922409515386356	4.258212916756178
1	70	18.091	12.99	0.5884750000000003	0.05715537857454869	0.8325271747498074	61.60838764680634	1.620242434287267
2	80	37.036	9.99	0.5677528571428572	0.07137733588157394	0.9079581581581583	61.82339956963574	3.5790309713606563
3	90	0.603	15.0	0.773204	0.009204172097478258	1.1163226000000002	58.986621878531686	0.5175936766796463
