	parameter_value	score	total_time	mstep_length	sstep_length	speed	mstance_period	sstance_period
0	80	32.35	10.64	0.6195200000000002	0.02564441181120857	0.8923092105263157	58.654659388512755	5.115853665558881
1	85	30.494	10.9	0.5534299999999999	0.13728685370420574	0.893048623853211	61.63707962611062	4.9573584440325655
2	90	0.891	15.0	0.6037660000000001	0.04371804666267702	0.8994741333333333	60.08156911886864	2.6282165554859307
3	95	0.591	15.0	0.7847369999999999	0.009613408396609546	1.1382488	58.44784783903596	0.6803348905817597
