Step	Best	Median	Predicted	Progress
0	23.0347	44.5934	0	0
1	24.5502	34.8895	782.301	-0.0617307
2	14.119	34.5752	-2214.81	0.272687
3	22.309	31.6924	-318.978	0.030507
4	21.8171	32.5758	-161.627	0.0164028
5	20.4154	31.9551	-224.986	0.0224251
6	22.7888	28.0747	-162.361	0.0166764
7	21.9388	55.3482	-99.6113	0.0109623
8	1.95533	26.8962	-163.095	0.0169592
9	15.2147	42.3354	-226.954	0.0234781
10	16.7255	37.282	-318.053	0.0333778
11	14.8895	38.3111	-395.958	0.0417488
12	19.6087	26.7889	-319.394	0.0345303
13	20.6582	27.4934	-228.921	0.0246349
14	16.3754	29.6705	-241.447	0.0261389
15	13.4865	25.9614	-254.28	0.028088
16	14.8904	26.9165	-257.912	0.0287426
17	15.5906	29.4573	-243.618	0.0275704
18	15.2863	26.8911	-219.588	0.0252022
19	13.0668	23.8962	-232.373	0.0270101
20	13.337	28.3996	-234.485	0.0274662
21	13.583	24.8932	-227.156	0.0270061
22	11.4958	21.7487	-234.47	0.0281551
23	12.1431	32.5277	-226.589	0.027561
24	11.5356	25.6425	-227.642	0.0280503
25	12.1298	30.5533	-224.756	0.027998
26	12.11	26.8149	-221.661	0.0279937
27	12.9095	25.4345	-217.028	0.0275607
28	11.2159	21.7144	-207.086	0.0265198
29	11.8968	25.016	-190.725	0.0247483
30	11.3347	21.8675	-186.151	0.024374
31	11.5132	25.1098	-177.755	0.0237911
32	11.7632	15.7657	-165.302	0.0226297
33	11.972	14.0724	-150.78	0.0208317
34	10.1811	14.9082	-140.816	0.0199152
35	10.1126	12.8552	-134.214	0.0193501
36	10.733	14.7597	-130.437	0.0190305
37	10.5994	13.0668	-117.509	0.017642
38	9.13773	13.8481	-116.861	0.0176898
39	10.3961	12.765	-112.919	0.017299
40	10.1958	13.2348	-105.228	0.0164749
41	10.4047	13.0589	-97.2004	0.0153904
42	10.2132	12.1789	-89.9062	0.0145439
43	9.59955	11.9776	-88.3285	0.0143654
44	8.67848	13.5974	-91.4569	0.0148907
45	9.67552	11.8504	-88.7198	0.0145748
46	8.79675	11.9181	-89.0066	0.0147789
47	7.72511	12.1783	-91.1693	0.0151281
48	5.35664	11.1526	-94.7931	0.0156929
49	3.58663	21.5484	-96.9494	0.016117
50	6.09938	15.4949	-99.4797	0.01666
51	5.43348	18.1285	-103.519	0.0174678
52	3.68322	11.2407	-107.775	0.0182532
53	8.33041	11.9197	-103.962	0.0177784
54	3.88639	11.1927	-108.233	0.0185926
55	3.41318	15.9283	-114.127	0.0195656
56	4.07009	15.7602	-119.594	0.0206226
57	4.80291	11.1462	-120.481	0.0210228
58	4.08669	10.6482	-123.464	0.0217422
59	4.51247	10.6032	-120.982	0.0214742
60	2.67064	10.9325	-123.976	0.0222255
61	3.73078	11.3415	-123.842	0.0224092
62	7.84852	13.2711	-123.763	0.0226031
63	4.85762	13.9402	-121.514	0.0223385
64	3.77065	17.0049	-120.486	0.0223561
65	4.19383	9.76082	-118.192	0.0221196
66	6.8136	10.0521	-116.899	0.0219938
67	3.86039	10.9776	-116.467	0.0220841
68	4.77321	10.3415	-115.416	0.0221195
69	6.59919	9.93147	-113.635	0.0220444
70	6.37022	16.5197	-111.181	0.0217024
71	4.93362	11.0527	-109.324	0.0214399
72	3.31527	9.40984	-107.601	0.0212363
73	3.10827	9.35266	-106.91	0.0212165
74	4.13642	15.2821	-106.096	0.0211974
75	5.95874	20.5734	-105.565	0.0212693
76	4.93803	9.25671	-102.31	0.0209412
77	3.44672	11.489	-101.086	0.0206665
78	3.36296	9.50895	-99.1063	0.020468
79	6.26497	13.5986	-97.9657	0.0204963
80	5.94477	9.131	-97.6277	0.0205024
81	4.4405	8.58108	-96.94	0.0203786
82	3.78069	11.8021	-95.5513	0.0201462
83	1.57961	9.25546	-95.3997	0.020311
84	2.68984	9.6931	-95.045	0.0203767
85	4.05672	10.1883	-95.0292	0.0205378
86	1.88777	9.4019	-93.5443	0.0203509
87	5.25088	11.7326	-93.5043	0.0204526
88	2.87753	8.89188	-91.8473	0.0201989
89	4.65993	9.95749	-91.0634	0.0201451
90	2.76439	11.2887	-91.029	0.0202512
91	1.90783	7.7825	-90.1333	0.0201221
92	2.65682	8.8242	-89.6139	0.0201534
93	2.17697	12.5839	-89.003	0.0201864
94	2.62076	7.95486	-88.6133	0.020261
95	2.33041	12.5434	-88.4626	0.0204135
96	1.6261	12.2502	-86.7049	0.0202462
97	2.42174	13.1538	-85.1293	0.0199711
