	parameter_value	score	total_time	mstep_length	sstep_length	speed	mstance_period	sstance_period
0	20	8.664	15.0	0.8130977777777779	0.0962838369703263	0.9496233333333334	60.55293954897891	4.19046338721742
1	30	1.927	15.0	0.7644322222222218	0.09584182858320707	0.9454730666666666	55.85860804733537	7.299934720560997
2	40	12.136	13.47	0.7665812499999999	0.08115250942477067	0.9443530809205642	59.745990966833304	6.199354168975831
3	50	1.081	14.54	0.7411655555555553	0.06715948251258401	0.9423130674002752	54.695265993103185	7.856379058490291
4	60	0.83	15.0	0.7654422222222222	0.09623767450983894	0.9930555333333333	56.86618902109184	3.0733490595139052
5	70	4.739	14.91	0.7518377777777777	0.07249731378591082	0.9616906103286386	61.54134240428212	3.3864776018511966
6	80	0.611	15.0	0.8372010000000001	0.005004752641240265	1.1034314	57.99178858044858	0.3284886467753008
7	90	0.6	15.0	0.8268439999999998	0.007103581068728522	1.1059677333333333	58.30356589743426	0.3214656488408577
