Step	Best	Median	Predicted	Progress
0	99.731	102.237	0	0
1	99.2898	100.344	-121.284	0.00444302
2	99.0034	100.062	-82.8813	0.00366757
3	98.9314	99.9507	-44.4017	0.00289049
4	98.7793	99.7332	-0.883919	0.00201182
5	98.8228	99.4561	22.6083	0.00153693
6	98.1514	99.4034	15.6194	0.00167564
7	98.1439	99.0051	5.63384	0.00187464
8	97.8714	98.9331	-0.456963	0.0019953
9	97.7507	98.8162	-0.659447	0.00199741
10	97.8878	98.6199	1.72626	0.0019474
11	97.7234	98.5443	3.87405	0.00190221
12	97.0805	98.43	1.34289	0.0019512
13	96.9088	98.4993	-1.38062	0.00200409
14	97.176	98.0788	2.84627	0.00191703
15	96.956	98.208	5.25674	0.0018666
16	97.1827	98.1222	10.7511	0.00175428
17	96.7284	97.9356	14.0353	0.00168644
18	96.8656	98.573	18.4445	0.00159607
19	96.7188	98.151	21.4436	0.00153404
20	96.8917	98.1356	21.9649	0.00152189
21	96.7394	97.9038	23.7721	0.00148385
22	96.749	97.868	28.5679	0.00138618
23	96.7844	98.1239	30.7489	0.00134068
24	96.8092	97.8491	31.8086	0.0013177
25	96.7118	98.9787	34.1764	0.00126875
26	97.1124	98.0446	37.1008	0.00120857
27	96.7716	97.6589	40.0365	0.00114872
28	96.7803	97.3099	47.4593	0.000998779
29	96.707	97.5621	51.7825	0.000911214
30	96.6742	98.0594	58.6575	0.000773445
31	96.7252	97.4208	69.9246	0.000547584
32	96.7355	97.497	75.7502	0.000428657
33	96.7107	97.6126	76.5518	0.000411805
34	96.7627	97.2667	78.1322	0.000379284
35	96.7017	97.1066	79.7089	0.000347094
36	96.6755	97.2281	81.7723	0.000305178
37	96.702	97.0539	84.6162	0.000247361
38	96.6772	97.164	85.2937	0.000233621
39	96.6652	96.9082	85.6803	0.000225333
40	96.6844	97.1069	87.0074	0.000197943
41	96.6423	97.1407	88.2101	0.000173361
42	96.6993	96.8577	88.703	0.000163216
43	96.6328	97.0684	89.6228	0.000144244
44	96.6842	97.1245	89.949	0.000137341
45	96.6337	96.8508	90.384	0.000128286
46	96.6424	96.8345	90.8746	0.000118201
47	96.6546	96.8507	91.1668	0.000112258
48	96.6821	96.8196	91.3565	0.000108294
49	96.6768	96.8791	91.4688	0.000105842
50	96.6323	97.043	91.6978	0.000101198
51	96.6545	97.0078	91.8299	9.84285e-05
52	96.6466	97.0197	91.8602	9.7674e-05
53	96.6484	96.9047	91.9474	9.58128e-05
54	96.6526	96.8426	92.0492	9.36578e-05
55	96.62	96.8232	92.1459	9.16423e-05
56	96.652	96.9673	92.1945	9.05165e-05
57	96.6453	96.7927	92.3328	8.75884e-05
58	96.6482	96.8074	92.4523	8.50262e-05
59	96.6342	96.7491	92.8094	7.77667e-05
60	96.6365	96.7825	93.0978	7.19884e-05
61	96.6643	96.8311	93.1695	7.04798e-05
62	96.6436	96.8829	93.2976	6.78508e-05
63	96.6449	96.7398	93.4336	6.50504e-05
64	96.6201	96.753	93.6477	6.07344e-05
65	96.6606	96.7693	93.7398	5.88164e-05
66	96.6204	96.7478	93.9888	5.3769e-05
67	96.6262	96.7451	94.1128	5.12327e-05
68	96.6288	96.7526	94.2131	4.91632e-05
69	96.6276	96.8037	94.3208	4.69479e-05
70	96.6267	96.8396	94.3829	4.56321e-05
71	96.5862	96.7772	94.4564	4.40517e-05
72	96.6114	96.7479	94.5543	4.20398e-05
73	96.6466	96.7635	94.6463	4.01473e-05
74	96.6115	96.7129	94.6957	3.91211e-05
75	96.6574	96.8577	94.7488	3.79997e-05
76	96.6325	96.7101	94.8289	3.63213e-05
77	96.6318	96.8339	94.8953	3.50047e-05
