Step	Best	Median	Predicted	Progress
0	97.6843	99.966	0	0
1	96.5315	99.5138	-479.839	0.0119416
2	96.2438	98.3585	-263.869	0.00745545
3	90.1358	97.4015	-482.144	0.0120859
4	90.6195	97.3043	-792.472	0.0189365
5	90.7999	96.6675	-709.864	0.0171793
6	88.1957	97.0113	-686.635	0.0168009
7	81.0817	96.3364	-772.388	0.0188439
8	89.0246	95.8259	-658.754	0.0163662
9	89.6159	98.4621	-603.146	0.0151639
10	85.512	96.042	-523.1	0.0133776
11	88.9459	97.0192	-443.633	0.0116935
12	88.7565	95.4517	-326.605	0.00913634
13	70.9588	96.6642	-445.748	0.0118318
14	84.6438	95.7241	-351.594	0.00973383
15	79.9679	96.0654	-411.411	0.0111483
16	81.2088	96.5706	-375.383	0.0103703
17	81.9399	96.3555	-348.023	0.00977417
18	84.0869	96.277	-288.496	0.00845162
19	72.6062	95.9588	-349.739	0.00987065
20	80.9776	94.9371	-312.528	0.00901028
21	83.5657	94.6717	-276.475	0.0082168
22	86.7196	95.0179	-249.805	0.00761475
23	83.6612	95.1927	-224.729	0.00705879
24	73.0921	94.3099	-251.123	0.00767318
25	86.0909	95.1618	-225.946	0.00710897
26	76.5782	94.0524	-243.767	0.00753722
27	79.4279	94.7461	-222.13	0.0070418
28	82.4363	95.7209	-211.049	0.00676721
29	75.8395	90.7811	-220.457	0.00702093
30	80.1265	95.4998	-197.252	0.00645875
31	79.3856	97.7853	-177.814	0.00600415
32	73.6112	91.7991	-190.15	0.00630534
33	72.3652	90.8905	-204.295	0.00666917
34	77.4605	97.5683	-191.216	0.00634535
35	78.0221	95.6166	-179.856	0.00607713
36	74.8283	96.2469	-178.171	0.00604523
37	83.4268	90.5921	-164.427	0.00573094
38	69.6903	90.6201	-179.183	0.00608199
39	80.1785	95.4379	-165.385	0.00576398
40	81.9802	94.2971	-145.935	0.00529573
41	77.0544	95.819	-130.229	0.00493417
42	80.3755	91.4394	-116.004	0.00460446
43	85.5447	94.0629	-109.031	0.00444246
44	74.6511	91.7237	-112.124	0.0045176
45	75.714	90.6526	-106.265	0.00438297
46	78.9584	94.5881	-98.7631	0.00420837
47	80.9777	92.7667	-90.8761	0.00402073
48	67.5302	92.456	-99.4565	0.00422615
49	67.4834	95.845	-107.712	0.00442173
50	66.0377	91.962	-114.366	0.00457967
51	78.2644	92.3921	-108.435	0.00444136
52	62.0378	92.6599	-115.113	0.00460074
53	53.1254	93.2983	-118.789	0.00468786
54	56.8098	95.3484	-121.896	0.0047671
55	68.8162	92.3389	-129.854	0.00496328
56	70.2012	93.5964	-125.421	0.00485445
57	74.8115	93.4699	-120.662	0.00474079
58	65.2149	90.9823	-126.201	0.00487813
59	78.5066	95.7949	-121.423	0.00476337
60	61.302	92.7551	-126.982	0.00490204
61	68.8718	91.701	-122.184	0.00478617
62	76.807	91.4456	-119.735	0.0047297
63	72.4098	95.3514	-114.638	0.00461352
64	65.9686	94.6222	-118.142	0.00469817
65	75.8835	94.797	-115.368	0.00463491
66	71.8103	93.1824	-114.546	0.00461588
67	47.1359	91.1958	-116.097	0.00465649
68	66.4482	95.2114	-115.412	0.00464066
69	72.1484	89.6305	-114.966	0.00462759
70	65.3776	87.9195	-114.797	0.00463001
71	67.3034	93.0742	-114.4	0.00461916
72	66.1254	94.7151	-110.013	0.00451774
73	74.2828	93.2868	-105.93	0.00441305
74	73.3173	92.2208	-103.657	0.00435515
75	73.2812	93.7356	-100.145	0.00426926
76	66.7936	90.0787	-98.6486	0.00423249
77	71.7657	93.3325	-95.4991	0.00415031
78	50.9873	94.1781	-99.3036	0.00425048
79	72.1439	90.6634	-96.1421	0.0041676
80	59.494	93.7174	-96.7444	0.00418706
81	72.6665	93.1517	-95.804	0.00416152
82	69.6337	89.8207	-93.6152	0.00410881
83	65.4957	94.4218	-86.6891	0.00393797
84	69.4831	94.4531	-78.9422	0.00375147
85	37.6307	93.94	-87.2931	0.00395353
86	63.7574	90.5921	-85.7202	0.00391401
87	63.7351	93.3511	-83.328	0.0038573
88	63.1951	93.3772	-83.2524	0.00385713
89	61.4593	91.9469	-84.5532	0.00388709
90	59.8995	93.6488	-86.9149	0.00394489
91	69.2899	93.1145	-85.143	0.00390226
92	66.5643	86.1259	-84.6787	0.00389274
93	67.5057	94.0456	-83.9906	0.00387684
94	61.9182	86.2213	-81.1304	0.0038074
95	56.4565	87.7568	-84.6003	0.00389257
96	68.1784	95.057	-81.702	0.00382195
97	56.5711	93.6704	-85.1835	0.00390778
98	58.8116	93.9027	-83.9332	0.00387866
99	68.7178	93.158	-82.2679	0.00383745
100	55.0677	89.2597	-84.5107	0.00389376
101	53.4407	93.8905	-88.0918	0.00397991
102	74.4973	93.848	-85.0882	0.00390898
103	67.3528	86.9676	-83.2912	0.00386413
104	67.701	94.1445	-81.7576	0.00382719
105	68.1782	90.5059	-78.0483	0.00372964
106	60.8987	94.0252	-77.5388	0.00371647
107	50.4989	93.8337	-79.4474	0.00376547
108	61.278	83.7708	-79.228	0.00375859
109	39.1274	85.7516	-80.4156	0.00379053
110	37.4915	92.0318	-83.2811	0.00386765
111	59.315	87.8823	-82.5194	0.00384562
112	61.2226	88.1611	-82.2184	0.00383519
113	57.7933	89.1037	-81.1629	0.00380807
114	47.2921	84.9707	-83.2124	0.00386125
115	47.5736	84.552	-83.7314	0.00387791
116	48.7658	86.5933	-84.0029	0.00388806
117	59.1508	85.007	-83.0807	0.00386077
118	56.0044	88.2858	-81.9843	0.00383058
119	56.2424	91.2486	-81.1166	0.00380873
120	64.4257	93.9946	-80.0809	0.0037818
121	67.9577	89.9034	-79.5814	0.0037679
122	55.6042	85.8277	-78.4036	0.0037385
123	63.8917	91.9228	-75.7736	0.00367701
124	61.4899	83.6896	-74.5512	0.00364549
125	50.1306	84.3504	-76.2979	0.00369058
126	47.7889	92.2946	-78.38	0.00374092
127	62.8514	83.3058	-76.8223	0.00370425
128	61.558	83.5151	-75.5896	0.00367226
129	56.9936	84.049	-74.6314	0.0036435
130	60.7673	83.1417	-73.525	0.00361138
131	58.213	83.1794	-72.836	0.00359263
132	52.4248	91.7514	-73.916	0.00362131
133	55.3777	83.1127	-72.6371	0.00358816
134	47.8142	81.766	-74.4269	0.00363447
135	56.4463	83.8715	-73.1428	0.00360108
136	43.8811	93.3083	-74.9378	0.00364773
