Step	Best	Median	Predicted	Progress
0	90.8297	94.5033	0	0
1	88.339	94.4318	-1157.01	0.0281947
2	81.0724	94.2171	-2358.24	0.0584184
3	90.8535	94.3397	-1161.99	0.0290127
4	91.2467	94.2836	143.081	-0.00114807
5	88.0076	93.6245	167.63	-0.00172851
6	87.7646	93.8792	38.4806	0.00112138
7	90.0089	94.1295	70.3436	0.000419811
8	91.4842	93.8059	131.001	-0.000911108
9	88.4169	92.7325	93.6462	-9.92191e-05
10	84.9928	92.9885	6.77772	0.00183119
11	86.7861	92.65	-16.2935	0.00234505
12	87.6897	92.3922	5.58881	0.00185344
13	81.0154	92.6372	-61.905	0.00336083
14	83.9448	91.218	-103.887	0.00430541
15	72.9292	90.6345	-142.216	0.00519524
16	66.2335	90.8981	-167.847	0.00579092
17	79.119	90.1857	-237.969	0.00743194
18	73.6745	91.4395	-281.628	0.00846404
19	74.2701	88.2981	-327.917	0.00957455
20	78.3026	91.2688	-328.592	0.00960518
21	55.4556	89.9149	-338.047	0.00986531
22	68.9356	89.9285	-369.415	0.0106887
23	67.9259	89.2902	-399.062	0.0114764
24	73.6429	88.3516	-401.083	0.0115609
25	64.2819	87.4419	-413.586	0.0119247
26	62.7675	86.4237	-470.5	0.0134682
27	61.2271	86.4059	-520.656	0.01489
28	63.8311	86.5061	-525.778	0.0150881
29	69.7812	88.0799	-499.916	0.0144073
30	60.5821	84.7908	-512.932	0.0148552
31	71.644	86.4417	-486.952	0.0142386
32	56.3829	85.962	-513.923	0.015052
33	68.4734	87.3873	-476.404	0.0140976
34	68.2767	86.6444	-434.236	0.0129411
35	64.123	87.0929	-413.299	0.0124061
36	59.4786	85.1894	-431.026	0.0129451
37	57.6962	84.7476	-437.005	0.01317
38	56.1873	81.1813	-446.46	0.0134889
39	59.8438	81.1124	-435.002	0.0132285
40	72.7312	84.3227	-426.383	0.0130458
41	62.1071	84.7078	-412.371	0.0126917
42	63.6192	81.6592	-399.984	0.0123538
43	59.2175	81.4763	-380.089	0.0117707
44	59.4697	82.5755	-371.003	0.0115415
45	64.1725	84.1835	-360.733	0.0112718
46	57.3203	82.1746	-354.587	0.0111412
47	56.9657	85.1271	-342.518	0.0108225
48	56.2485	78.6434	-333.333	0.0105998
49	59.1393	80.9031	-328.126	0.0104939
50	56.5141	81.7713	-324.873	0.0104492
51	52.3327	80.6837	-318.532	0.0103106
52	60.2437	80.6443	-306.872	0.0100433
53	52.1515	81.5484	-306.984	0.0100806
54	56.5839	81.4541	-299.644	0.00993366
55	58.234	77.7406	-285.842	0.00957334
56	62.1463	79.3613	-277.426	0.00937178
57	57.3827	83.3244	-270.802	0.00920346
58	56.109	81.2628	-263.684	0.00900259
59	56.7637	83.4192	-258.626	0.00886307
60	54.352	77.5656	-251.534	0.00867571
61	49.2495	82.644	-251.492	0.00871001
62	52.6962	80.2118	-241.679	0.00845388
63	54.8209	79.1084	-227.302	0.00809207
64	54.4073	79.2622	-219.766	0.00789949
65	42.9057	82.9655	-224.876	0.00806716
66	55.5844	75.4576	-220.852	0.00796239
67	53.5312	80.3299	-218.441	0.00791866
68	56.2582	80.7243	-209.969	0.00770332
69	56.5369	79.5191	-204.967	0.0075897
70	45.7349	76.2686	-208.667	0.00770024
71	51.6293	80.1331	-202.404	0.00755607
72	58.7683	74.1446	-198.482	0.00745458
73	51.7179	73.0148	-194.752	0.00735481
74	52.511	74.3094	-189.628	0.00722972
75	55.8932	71.0998	-184.786	0.00708705
76	53.6868	81.0819	-180.849	0.00697343
77	58.3796	75.241	-172.284	0.0067557
78	50.1477	74.8546	-166.889	0.00662819
79	56.0918	76.6825	-162.975	0.00652434
80	40.7589	72.8907	-167.75	0.00667242
81	53.7177	74.3942	-163.82	0.00656719
82	51.6276	75.5306	-157.106	0.0063946
83	50.7061	77.0574	-138.689	0.00588873
84	46.1398	72.8328	-141.263	0.00597208
85	51.9752	78.0304	-137.869	0.00588419
86	47.1695	70.6826	-135.422	0.00582524
87	52.4844	76.7021	-133.419	0.00577671
88	53.2504	71.9624	-131.122	0.00570471
89	47.975	70.9155	-128.715	0.00562547
90	51.1735	71.7781	-127.278	0.00558256
91	47.424	70.065	-123.993	0.00548827
92	53.4006	72.527	-118.526	0.00533524
93	52.4802	73.0107	-113.931	0.00521712
94	54.3713	68.4045	-109.952	0.00510741
95	52.7356	72.8321	-105.953	0.00499082
96	42.2567	69.8166	-110.579	0.00513363
97	43.4377	66.3977	-111.354	0.00516857
98	51.7203	65.4709	-109.215	0.00510371
99	49.7893	66.5407	-107.176	0.00504114
100	47.8132	65.8875	-104.66	0.00496942
101	51.7982	72.5782	-104.114	0.00495169
102	42.0609	67.299	-105.261	0.00499424
103	55.4404	67.8997	-104.601	0.00497316
104	51.0343	68.6405	-103.233	0.00492804
105	55.4277	69.1844	-101.975	0.00488826
106	54.7084	71.082	-95.2226	0.00468203
107	54.3498	67.4182	-88.955	0.00449532
108	52.2825	72.5365	-85.6818	0.00439662
109	51.1274	70.2577	-85.204	0.00438484
110	47.9316	68.8112	-84.6652	0.00436925
111	51.7801	71.2987	-82.9369	0.00431597
112	55.851	66.329	-81.89	0.00428174
113	33.4957	67.5892	-83.4499	0.00433468
114	54.8772	67.6148	-82.3987	0.00430015
115	50.8313	66.9318	-81.659	0.00427301
116	54.3482	67.6345	-80.1744	0.00422872
117	56.0592	66.8957	-77.9654	0.00415871
118	50.462	65.4482	-73.9366	0.00404085
119	55.827	67.4271	-69.4093	0.00390658
120	50.9746	65.9163	-67.1904	0.00384243
121	53.8357	68.0273	-64.8027	0.00376888
