	parameter_value	score	total_time	mstep_length	sstep_length	speed	mstance_period	sstance_period
0	10	0.857	14.9	0.4730672727272727	0.21141946608109816	0.8644493959731543	57.35856114335442	3.3077835967116247
1	20	0.702	15.0	0.6395050000000001	0.0345272521592244	1.1035417333333333	60.797650767974595	2.2292378386517524
2	30	0.589	15.0	0.794051	0.01001971102377713	1.1431739333333333	58.69404474317722	0.5962621219417631
3	40	0.589	15.0	0.8049439999999997	0.009628121519798171	1.1564624666666667	58.29683388391004	0.4906352048306629
4	50	0.589	15.0	0.8038830000000002	0.00812520282823757	1.1560416666666666	58.49330810026707	0.8799927600104017
5	70	0.59	15.0	0.7972909999999997	0.006110874650981038	1.1463296	58.43362511818766	0.5526239098212115
6	80	0.595	15.0	0.7862619999999999	0.006082349546022273	1.1367432000000002	57.9525412031227	0.6517729874565512
7	90	0.59	15.0	0.7972909999999997	0.006110874650981038	1.1463296	58.43362511818766	0.5526239098212115
