	parameter_value	score	total_time	mstep_length	sstep_length	speed	mstance_period	sstance_period
0	150	0.59	15.0	0.7668099999999999	0.006975834000318624	1.1113710666666667	58.422019403209674	0.3189576776605431
1	200	0.594	15.0	0.8014729999999999	0.00431823818240752	1.1563796666666666	58.249311231124224	0.5586850764145543
2	250	3.459	15.0	0.7768700000000004	0.11048286518732207	1.0363876666666667	59.260046072950786	2.868734247494575
3	300	1.326	15.0	0.751627	0.11487037808329856	1.0794570666666665	58.35567291397824	3.672073096235967
4	350	3.73	15.0	0.8103588888888891	0.036331518133386004	1.0000500666666667	57.25976216787516	2.7663760036357368
5	400	2.338	15.0	0.806738888888889	0.09732617090592786	1.0760808	57.66626811161252	1.2518710267220037
6	450	3.628	14.69	0.7687366666666666	0.075482273268482	1.0041417290673929	57.355622812642636	6.267703694489087
