	parameter_value	score	total_time	mstep_length	sstep_length	speed	mstance_period	sstance_period
0	200	0.734	15.0	0.8118733333333332	0.0279659999920538	1.0424942	57.79452362422492	1.0813772473962096
1	300	0.809	15.0	0.8126844444444442	0.04562511543026175	1.0207014666666665	56.29008783694294	2.270905725480231
2	500	0.916	15.0	0.783393333333333	0.09196676489060868	0.9565588	56.041697417070075	5.17776516808576
3	600	0.96	14.94	0.7454062499999999	0.07648108523313137	0.8399616465863453	57.988674253982595	5.863753095434174
4	700	0.941	15.0	0.749777777777778	0.07601793790909198	0.9452492666666666	56.095919285213526	5.92972706100499
5	800	1.009	15.0	0.7225500000000002	0.07681381950317706	0.9060293333333332	54.3791191532899	4.864885541114204
6	900	1.005	15.0	0.7270333333333335	0.08193409207676859	0.8604972	58.94580308336568	6.0813407917576265
