	parameter_value	score	total_time	mstep_length	sstep_length	speed	mstance_period	sstance_period
0	90	2.365	14.95	0.7742390000000006	0.20550914020792357	1.0362864882943144	58.83931764782366	2.6892980640822177
1	95	0.61	14.31	0.834622222222222	0.013208243871644558	1.109098322851153	57.60104132015298	0.5053615584158881
