	parameter_value	score	total_time	mstep_length	sstep_length	speed	mstance_period	sstance_period
0	200	0.588	15.0	0.7775320000000002	0.0041306822681001195	1.1218727333333334	58.494180290769165	0.6586691005819468
1	300	0.595	15.0	0.7807850000000001	0.0022429678999039025	1.1275127333333332	58.33461242586041	0.4498804699439724
2	400	0.59	15.0	0.7957850000000002	0.009439015043954623	1.1453976666666668	58.451516410685585	0.6028104578455122
3	500	0.588	14.46	0.7619619999999999	0.03653166976747699	1.1291044260027663	58.62137471022942	0.8910916177729971
4	600	0.589	15.0	0.7979989999999998	0.007640397175539915	1.1501812	58.50881179981182	0.8498270692606765
5	700	0.587	15.0	0.7886840000000003	0.009748461622225146	1.1319850666666664	58.651750964611836	0.3790319525722614
